 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Local ocorrência;;;;;;;
Período:2000-2022;;;;;;;
Município;Hospital;Outro Estabelecimento de Saúde;Domicílio;Aldeia indígena;Outro;Ignorado;Total
510510 JUARA;13131;15;104;-;32;-;13282
510515 JUINA;15908;187;255;-;33;-;16383
510517 JURUENA;3636;17;12;-;4;-;3669
510520 JUSCIMEIRA;3278;-;19;-;3;-;3300
510523 LAMBARI D'OESTE;1790;7;12;-;9;-;1818
510525 LUCAS DO RIO VERDE;22090;19;26;-;5;-;22140
510530 LUCIARA;631;145;53;-;4;-;833
510550 VILA BELA DA SANTISSIMA TRINDADE;5022;13;83;-;4;-;5122
510558 MARCELANDIA;4967;23;111;28;25;-;5154
510560 MATUPA;6009;14;16;-;2;1;6042
510562 MIRASSOL D'OESTE;9225;3;17;-;12;-;9257
510590 NOBRES;6300;9;17;-;12;-;6338
510600 NORTELANDIA;2296;8;6;-;1;-;2311
510610 NOSSA SENHORA DO LIVRAMENTO;2784;2;36;-;5;-;2827
510615 NOVA BANDEIRANTES;3523;4;6;-;13;-;3546
510617 NOVA NAZARE;791;2;308;-;69;1;1171
510618 NOVA LACERDA;1647;25;18;1;8;-;1699
510619 NOVA SANTA HELENA;1153;3;2;-;2;-;1160
510620 NOVA BRASILANDIA;1320;8;10;-;9;-;1347
510621 NOVA CANAA DO NORTE;3993;9;7;-;2;-;4011
510622 NOVA MUTUM;14827;13;18;-;11;1;14870
510623 NOVA OLIMPIA;7490;97;8;-;2;-;7597
510624 NOVA UBIRATA;3048;56;18;-;54;-;3176
510625 NOVA XAVANTINA;6691;4;12;-;2;2;6711
510626 NOVO MUNDO;2055;13;10;-;7;-;2085
510627 NOVO HORIZONTE DO NORTE;1006;2;3;-;1;-;1012
510628 NOVO SAO JOAQUIM;2375;1;9;-;3;-;2388
510629 PARANAITA;3857;2;4;-;6;-;3869
510630 PARANATINGA;7678;23;299;2;56;-;8058
510631 NOVO SANTO ANTONIO;484;24;12;-;6;1;527
510637 PEDRA PRETA;5609;4;14;-;7;-;5634
510642 PEIXOTO DE AZEVEDO;12755;71;136;-;61;-;13023
510645 PLANALTO DA SERRA;772;7;4;-;8;-;791
510650 POCONE;11980;17;28;-;30;-;12055
510665 PONTAL DO ARAGUAIA;1632;2;5;-;-;-;1639
510670 PONTE BRANCA;467;1;-;-;-;-;468
510675 PONTES E LACERDA;18578;10;98;-;11;-;18697
510677 PORTO ALEGRE DO NORTE;3673;8;26;-;3;-;3710
510680 PORTO DOS GAUCHOS;2003;-;5;-;4;-;2012
510682 PORTO ESPERIDIAO;3655;34;159;1;35;-;3884
510685 PORTO ESTRELA;1073;-;33;-;5;-;1111
510700 POXOREO;5465;6;43;-;14;-;5528
510704 PRIMAVERA DO LESTE;24920;80;49;-;6;-;25055
510706 QUERENCIA;6381;27;343;40;58;3;6852
510710 SAO JOSE DOS QUATRO MARCOS;5901;8;4;-;2;1;5916
510715 RESERVA DO CABACAL;712;3;1;-;1;-;717
510718 RIBEIRAO CASCALHEIRA;3128;3;120;-;213;6;3470
510719 RIBEIRAOZINHO;710;-;1;-;-;-;711
510720 RIO BRANCO;1719;-;3;-;2;-;1724
510724 SANTA CARMEM;1573;17;4;-;6;-;1600
510726 SANTO AFONSO;720;2;4;-;1;-;727
510729 SAO JOSE DO POVO;631;-;1;-;2;-;634
510730 SAO JOSE DO RIO CLARO;6165;74;6;-;1;-;6246
510735 SAO JOSE DO XINGU;2202;34;37;3;62;1;2339
510740 SAO PEDRO DA CIPA;1548;-;6;-;-;-;1554
510757 RONDOLANDIA;698;13;8;-;7;-;726
510760 RONDONOPOLIS;80885;38;136;-;37;2;81098
510770 ROSARIO OESTE;4898;4;10;-;9;2;4923
510774 SANTA CRUZ DO XINGU;501;71;1;-;7;-;580
510775 SALTO DO CEU;1232;-;1;-;1;-;1234
510776 SANTA RITA DO TRIVELATO;796;3;-;-;5;1;805
510777 SANTA TEREZINHA;2633;19;95;-;8;-;2755
510779 SANTO ANTONIO DO LESTE;735;142;52;-;49;1;979
510780 SANTO ANTONIO DO LEVERGER;4891;12;61;-;21;-;4985
510785 SAO FELIX DO ARAGUAIA;3221;48;116;20;22;-;3427
510787 SAPEZAL;8680;5;14;-;4;1;8704
510788 SERRA NOVA DOURADA;317;1;4;-;1;-;323
510790 SINOP;56271;81;73;-;6;-;56431
510792 SORRISO;32046;15;55;-;27;-;32143
510794 TABAPORA;3036;-;3;-;5;-;3044
510795 TANGARA DA SERRA;33357;16;55;21;22;-;33471
510800 TAPURAH;4698;3;6;-;5;-;4712
510805 TERRA NOVA DO NORTE;2985;912;4;-;-;-;3901
510810 TESOURO;711;2;2;-;11;-;726
510820 TORIXOREU;1066;-;2;-;1;-;1069
510830 UNIAO DO SUL;1219;7;15;-;14;-;1255
510835 VALE DE SAO DOMINGOS;754;6;4;-;1;-;765
510840 VARZEA GRANDE;107037;47;284;-;49;1;107418
510850 VERA;3576;20;6;-;10;-;3612
510860 VILA RICA;6828;679;16;-;12;-;7535
510880 NOVA GUARITA;1449;36;4;-;2;1;1492
510885 NOVA MARILANDIA;929;5;-;-;3;-;937
510890 NOVA MARINGA;1903;51;3;-;18;-;1975
510895 NOVA MONTE VERDE;2213;106;7;-;16;-;2342
 MUNICIPIO IGNORADO - GO;255;-;-;-;2;3;260
520005 ABADIA DE GOIAS;3520;25;13;-;9;-;3567
520010 ABADIANIA;4255;10;9;-;21;-;4295
520013 ACREUNA;6794;6;8;-;14;-;6822
520015 ADELANDIA;619;1;-;-;1;-;621
520017 AGUA FRIA DE GOIAS;1132;21;15;-;5;-;1173
520020 AGUA LIMPA;461;1;1;-;1;-;464
520025 AGUAS LINDAS DE GOIAS;61128;55;365;-;135;6;61689
520030 ALEXANIA;8666;27;25;-;28;-;8746
520050 ALOANDIA;487;-;1;-;-;-;488
520055 ALTO HORIZONTE;1705;3;2;-;1;-;1711
520060 ALTO PARAISO DE GOIAS;2405;14;70;-;43;-;2532
520080 ALVORADA DO NORTE;3359;6;3;-;2;-;3370
520082 AMARALINA;553;1;1;-;1;-;556
520085 AMERICANO DO BRASIL;1650;4;3;-;2;-;1659
520090 AMORINOPOLIS;1019;2;-;-;-;-;1021
520110 ANAPOLIS;128797;100;192;-;73;3;129165
520120 ANHANGUERA;215;1;1;-;2;-;219
520130 ANICUNS;5501;9;4;-;6;-;5520
520140 APARECIDA DE GOIANIA;177691;250;496;-;254;4;178695
520145 APARECIDA DO RIO DOCE;726;8;-;-;4;-;738
520150 APORE;1431;1;1;-;2;-;1435
520160 ARACU;950;1;-;-;2;-;953
520170 ARAGARCAS;6486;6;4;-;3;-;6499
520180 ARAGOIANIA;2642;7;7;-;7;-;2663
520215 ARAGUAPAZ;1933;2;1;-;3;-;1939
520235 ARENOPOLIS;899;2;2;-;-;-;903
520250 ARUANA;2234;5;1;-;3;1;2244
520260 AURILANDIA;764;-;3;-;-;-;767
520280 AVELINOPOLIS;584;1;2;-;1;-;588
520310 BALIZA;643;2;4;-;4;-;653
520320 BARRO ALTO;2625;2;2;-;3;-;2632
520330 BELA VISTA DE GOIAS;7876;14;10;-;10;-;7910
520340 BOM JARDIM DE GOIAS;2395;4;1;-;1;-;2401
520350 BOM JESUS DE GOIAS;6915;4;7;-;5;1;6932
520355 BONFINOPOLIS;2478;3;7;-;3;-;2491
520357 BONOPOLIS;941;2;-;-;3;-;946
520360 BRAZABRANTES;835;4;2;-;-;-;841
520380 BRITANIA;1895;2;3;-;2;-;1902
520390 BURITI ALEGRE;2627;1;6;-;4;-;2638
520393 BURITI DE GOIAS;763;-;-;-;-;-;763
520396 BURITINOPOLIS;972;12;3;-;3;-;990
520400 CABECEIRAS;2482;4;7;-;9;-;2502
520410 CACHOEIRA ALTA;2653;11;3;-;10;-;2677
520420 CACHOEIRA DE GOIAS;369;-;-;-;-;-;369
520425 CACHOEIRA DOURADA;2259;5;4;-;4;-;2272
520430 CACU;3605;6;10;-;-;-;3621
520440 CAIAPONIA;4427;9;6;-;2;-;4444
520450 CALDAS NOVAS;26152;32;30;-;6;-;26220
520455 CALDAZINHA;900;2;1;-;-;-;903
520460 CAMPESTRE DE GOIAS;929;1;2;-;6;-;938
520465 CAMPINACU;988;1;1;-;-;1;991
520470 CAMPINORTE;3383;4;3;-;2;1;3393
520480 CAMPO ALEGRE DE GOIAS;1537;1;4;-;5;-;1547
520485 CAMPO LIMPO DE GOIAS;2167;2;4;-;2;-;2175
520490 CAMPOS BELOS;7882;93;6;-;3;-;7984
520495 CAMPOS VERDES;1699;8;4;-;2;-;1713
520500 CARMO DO RIO VERDE;2496;2;1;-;1;-;2500
520505 CASTELANDIA;1030;-;4;-;3;-;1037
520510 CATALAO;29688;38;28;-;5;1;29760
520520 CATURAI;1184;-;1;-;3;-;1188
520530 CAVALCANTE;3405;10;180;-;53;-;3648
520540 CERES;6355;-;3;-;1;-;6359
520545 CEZARINA;2536;3;1;-;1;-;2541
520547 CHAPADAO DO CEU;3417;4;6;-;2;-;3429
520549 CIDADE OCIDENTAL;21487;167;82;-;45;3;21784
520551 COCALZINHO DE GOIAS;4959;18;37;-;16;-;5030
520552 COLINAS DO SUL;1001;-;12;-;5;1;1019
520570 CORREGO DO OURO;702;4;-;-;-;-;706
520580 CORUMBA DE GOIAS;2538;5;14;-;9;-;2566
520590 CORUMBAIBA;2130;4;3;-;-;-;2137
520620 CRISTALINA;18419;173;75;-;53;1;18721
520630 CRISTIANOPOLIS;849;-;1;-;2;-;852
520640 CRIXAS;5053;11;9;-;9;-;5082
520650 CROMINIA;857;1;1;-;1;-;860
520660 CUMARI;694;-;1;-;-;-;695
520670 DAMIANOPOLIS;1153;5;1;-;2;-;1161
520680 DAMOLANDIA;671;-;1;-;-;-;672
520690 DAVINOPOLIS;412;-;-;-;-;-;412
520710 DIORAMA;572;2;1;-;-;-;575
520725 DOVERLANDIA;2191;-;5;-;-;-;2196
520735 EDEALINA;1040;-;-;-;4;-;1044
520740 EDEIA;3311;3;5;-;2;-;3321
520750 ESTRELA DO NORTE;959;2;1;-;2;-;964
520753 FAINA;1626;2;5;-;4;-;1637
520760 FAZENDA NOVA;1449;1;-;-;-;-;1450
520780 FIRMINOPOLIS;2206;1;2;-;2;-;2211
520790 FLORES DE GOIAS;2450;3;28;-;25;1;2507
520800 FORMOSA;40477;43;53;-;22;-;40595
520810 FORMOSO;1482;1;3;-;1;-;1487
520815 GAMELEIRA DE GOIAS;658;1;1;-;-;-;660
520830 DIVINOPOLIS DE GOIAS;1693;1;3;-;4;-;1701
520840 GOIANAPOLIS;3938;4;6;-;13;-;3961
520850 GOIANDIRA;1149;-;1;-;3;-;1153
520860 GOIANESIA;21343;22;32;-;6;1;21404
520870 GOIANIA;467302;925;575;-;176;21;468999
520880 GOIANIRA;13801;24;13;-;11;-;13849
520890 GOIAS;8565;13;15;-;6;-;8599
520910 GOIATUBA;10375;3;3;-;2;1;10384
520915 GOUVELANDIA;1125;1;1;-;-;-;1127
520920 GUAPO;4385;32;3;-;7;-;4427
520929 GUARAITA;541;-;1;-;-;-;542
520940 GUARANI DE GOIAS;912;18;17;-;7;-;954
520945 GUARINOS;528;-;3;-;-;-;531
520960 HEITORAI;832;-;1;-;-;-;833
520970 HIDROLANDIA;5655;8;13;-;9;2;5687
520980 HIDROLINA;1036;-;1;-;-;-;1037
520990 IACIARA;4805;5;10;-;6;1;4827
520993 INACIOLANDIA;1649;-;3;-;3;-;1655
520995 INDIARA;4867;6;3;-;7;-;4883
521000 INHUMAS;15421;11;6;-;10;-;15448
521010 IPAMERI;7382;7;9;-;6;-;7404
521015 IPIRANGA DE GOIAS;568;-;1;-;-;-;569
521020 IPORA;9453;20;23;-;4;-;9500
521030 ISRAELANDIA;695;2;1;-;-;-;698
521040 ITABERAI;11442;13;12;-;17;-;11484
521056 ITAGUARI;1198;5;-;-;-;-;1203
521060 ITAGUARU;1224;-;-;-;1;-;1225
521080 ITAJA;1658;2;1;-;1;-;1662
521090 ITAPACI;6501;5;5;-;4;-;6515
521100 ITAPIRAPUA;2098;2;5;-;6;-;2111
521120 ITAPURANGA;8033;7;4;-;1;-;8045
521130 ITARUMA;1913;4;1;-;2;-;1920
521140 ITAUCU;1919;2;4;-;-;-;1925
521150 ITUMBIARA;30427;7;29;-;11;-;30474
521160 IVOLANDIA;603;-;3;-;2;-;608
521170 JANDAIA;1721;2;4;-;-;-;1727
521180 JARAGUA;13549;5;13;-;21;-;13588
521190 JATAI;33143;26;54;-;18;-;33241
521200 JAUPACI;884;2;1;-;-;-;887
521205 JESUPOLIS;582;3;1;-;3;-;589
521210 JOVIANIA;2116;4;1;-;-;-;2121
521220 JUSSARA;6113;2;4;-;2;-;6121
521225 LAGOA SANTA;307;-;1;-;1;-;309
521230 LEOPOLDO DE BULHOES;2189;3;8;-;5;2;2207
521250 LUZIANIA;70913;148;357;-;154;21;71593
521260 MAIRIPOTABA;573;5;-;-;-;-;578
521270 MAMBAI;2839;4;5;-;11;-;2859
521280 MARA ROSA;3449;6;9;-;1;1;3466
521290 MARZAGAO;699;-;2;-;-;-;701
521295 MATRINCHA;1337;-;1;-;-;-;1338
521300 MAURILANDIA;4362;7;2;-;3;-;4374
521305 MIMOSO DE GOIAS;468;2;-;-;1;-;471
521308 MINACU;11219;11;16;-;1;-;11247
521310 MINEIROS;21168;75;14;-;-;-;21257
521340 MOIPORA;331;-;2;-;-;-;333
521350 MONTE ALEGRE DE GOIAS;2561;38;105;-;29;2;2735
521370 MONTES CLAROS DE GOIAS;2155;1;2;-;2;-;2160
521375 MONTIVIDIU;3677;4;14;-;1;-;3696
521377 MONTIVIDIU DO NORTE;960;3;2;-;7;-;972
521380 MORRINHOS;13454;23;15;-;9;-;13501
521385 MORRO AGUDO DE GOIAS;585;1;2;-;-;-;588
521390 MOSSAMEDES;1156;1;1;-;2;-;1160
521400 MOZARLANDIA;4887;10;4;-;-;-;4901
521405 MUNDO NOVO;1988;-;1;-;-;-;1989
521410 MUTUNOPOLIS;1234;6;1;-;1;-;1242
521440 NAZARIO;2090;2;2;-;2;1;2097
521450 NEROPOLIS;9207;9;8;-;5;-;9229
