 Nascidos vivos - Brasil;;;;;;;;;;
Nascim p/resid.mãe por Município e Instrução da mãe;;;;;;;;;;
Período:2000-2022;;;;;;;;;;
Município;Nenhuma;1 a 3 anos;4 a 7 anos;8 a 11 anos;12 anos e mais;9 a 11 anos;1º grau incompleto;1º grau completo;Ignorado;Total
431306 NOVA HARTZ;18;222;2098;2685;849;-;-;-;30;5902
431308 NOVA PADUA;-;11;122;173;87;-;-;-;3;396
431310 NOVA PALMA;5;205;514;581;271;-;-;-;4;1580
431320 NOVA PETROPOLIS;1;51;973;2180;1392;-;-;-;504;5101
431330 NOVA PRATA;18;122;1593;3386;1628;-;-;-;23;6770
431333 NOVA RAMADA;2;22;204;217;114;-;-;-;3;562
431335 NOVA ROMA DO SUL;-;23;166;294;114;-;-;-;5;602
431337 NOVA SANTA RITA;32;211;2010;4020;1126;-;-;-;42;7441
431339 NOVO CABRAIS;1;32;283;428;89;-;-;-;5;838
431340 NOVO HAMBURGO;702;1967;24868;31749;13445;-;-;-;946;73677
431342 NOVO MACHADO;6;30;281;322;71;-;-;-;8;718
431344 NOVO TIRADENTES;3;30;201;214;105;-;-;-;3;556
431346 NOVO XINGU;2;9;84;190;88;-;-;-;4;377
431349 NOVO BARREIRO;7;53;294;454;183;-;-;-;11;1002
431350 OSORIO;61;479;3333;6646;2970;-;-;-;34;13523
431360 PAIM FILHO;6;35;269;407;177;-;-;-;3;897
431365 PALMARES DO SUL;25;134;977;1473;490;-;-;-;12;3111
431370 PALMEIRA DAS MISSOES;97;724;3606;4963;2404;-;-;-;126;11920
431380 PALMITINHO;7;135;580;829;480;-;-;-;11;2042
431390 PANAMBI;21;188;2575;7012;2853;-;-;-;76;12725
431395 PANTANO GRANDE;32;193;874;1376;286;-;-;-;31;2792
431400 PARAI;3;18;404;634;598;-;-;-;9;1666
431402 PARAISO DO SUL;9;104;571;729;169;-;-;-;12;1594
431403 PARECI NOVO;1;19;187;475;194;-;-;-;1;877
431405 PAROBE;47;727;6028;8509;2327;-;-;-;97;17735
431406 PASSA SETE;12;122;600;408;68;-;-;-;10;1220
431407 PASSO DO SOBRADO;11;43;404;597;184;-;-;-;5;1244
431410 PASSO FUNDO;164;3153;15103;29670;15381;-;-;-;89;63560
431413 PAULO BENTO;1;10;129;191;67;-;-;-;-;398
431415 PAVERAMA;6;72;606;869;166;-;-;-;9;1728
431417 PEDRAS ALTAS;8;54;196;242;60;-;-;-;1;561
431420 PEDRO OSORIO;28;154;830;852;293;-;-;-;18;2175
431430 PEJUCARA;3;32;237;395;272;-;-;-;10;949
431440 PELOTAS;493;4651;29920;39144;22913;-;-;-;1140;98261
431442 PICADA CAFE;1;20;254;488;255;-;-;-;79;1097
431445 PINHAL;3;37;276;358;152;-;-;-;3;829
431446 PINHAL DA SERRA;1;27;159;179;79;-;-;-;-;445
431447 PINHAL GRANDE;12;271;363;277;125;-;-;-;8;1056
431449 PINHEIRINHO DO VALE;1;85;399;503;182;-;-;-;10;1180
431450 PINHEIRO MACHADO;31;202;1116;1131;571;-;-;-;20;3071
431454 PINTO BANDEIRA;-;2;45;127;75;-;-;-;-;249
431455 PIRAPO;4;44;160;243;68;-;-;-;1;520
431460 PIRATINI;39;342;1522;2108;577;-;-;-;38;4626
431470 PLANALTO;86;205;1062;1434;454;-;-;-;9;3250
431475 POCO DAS ANTAS;-;8;112;226;83;-;-;-;2;431
431477 PONTAO;5;75;345;512;140;-;-;-;2;1079
431478 PONTE PRETA;1;21;105;152;51;-;-;-;-;330
431480 PORTAO;52;380;3096;3914;1417;-;-;-;41;8900
431490 PORTO ALEGRE;1815;11556;95938;188799;125831;-;-;-;1732;425671
431500 PORTO LUCENA;11;41;291;435;137;-;-;-;4;919
431505 PORTO MAUA;2;17;163;249;55;-;-;-;2;488
431507 PORTO VERA CRUZ;3;9;119;164;53;-;-;-;3;351
431510 PORTO XAVIER;28;133;944;1578;379;-;-;-;8;3070
431513 POUSO NOVO;4;37;157;158;73;-;-;-;1;430
431514 PRESIDENTE LUCENA;-;7;179;336;135;-;-;-;3;660
431515 PROGRESSO;20;131;635;454;210;-;-;-;12;1462
431517 PROTASIO ALVES;-;10;93;193;61;-;-;-;-;357
431520 PUTINGA;3;70;312;334;105;-;-;-;7;831
431530 QUARAI;28;591;2075;3612;859;-;-;-;43;7208
431531 QUATRO IRMAOS;3;26;142;195;57;-;-;-;-;423
431532 QUEVEDOS;1;33;224;247;67;-;-;-;2;574
431535 QUINZE DE NOVEMBRO;1;12;156;424;239;-;-;-;5;837
431540 REDENTORA;222;649;1987;1600;333;-;-;-;147;4938
431545 RELVADO;4;14;116;136;71;-;-;-;-;341
431550 RESTINGA SECA;28;178;1467;1825;474;-;-;-;12;3984
431555 RIO DOS INDIOS;11;85;348;313;115;-;-;-;5;877
431560 RIO GRANDE;448;3067;18067;28774;11247;-;1;-;143;61747
431570 RIO PARDO;62;510;3291;4673;1177;-;-;-;86;9799
431575 RIOZINHO;13;61;483;386;102;-;-;-;31;1076
431580 ROCA SALES;4;68;730;1144;311;-;-;-;32;2289
431590 RODEIO BONITO;7;65;547;791;488;-;-;-;8;1906
431595 ROLADOR;6;17;140;245;64;-;-;-;1;473
431600 ROLANTE;14;315;2190;2550;707;-;-;-;50;5826
431610 RONDA ALTA;44;267;898;1149;447;-;-;-;12;2817
431620 RONDINHA;2;21;288;587;239;-;-;-;3;1140
431630 ROQUE GONZALES;9;104;584;705;254;-;-;-;5;1661
431640 ROSARIO DO SUL;114;1693;4056;4784;1270;-;-;-;137;12054
431642 SAGRADA FAMILIA;7;44;243;285;102;-;-;-;3;684
431643 SALDANHA MARINHO;2;88;70;283;133;-;-;-;4;580
431645 SALTO DO JACUI;70;284;1421;1302;506;-;-;-;41;3624
431647 SALVADOR DAS MISSOES;1;12;78;284;133;-;-;-;2;510
431650 SALVADOR DO SUL;2;41;505;829;334;-;-;-;9;1720
431660 SANANDUVA;21;114;935;1836;910;-;-;-;6;3822
431670 SANTA BARBARA DO SUL;9;66;763;1174;364;-;-;-;16;2392
431673 SANTA CECILIA DO SUL;1;21;105;169;74;-;-;-;1;371
431675 SANTA CLARA DO SUL;2;30;446;673;248;-;-;-;5;1404
431680 SANTA CRUZ DO SUL;103;932;8302;17157;9552;-;-;-;146;36192
431690 SANTA MARIA;328;2642;17602;37753;20840;-;-;-;310;79475
431695 SANTA MARIA DO HERVAL;3;28;488;549;157;-;-;-;6;1231
431697 SANTA MARGARIDA DO SUL;6;26;164;224;44;-;-;-;-;464
431700 SANTANA DA BOA VISTA;32;159;733;774;152;-;-;-;32;1882
431710 SANT'ANA DO LIVRAMENTO;191;1085;7700;14211;4120;-;-;-;522;27829
431720 SANTA ROSA;87;444;4810;11330;4841;-;1;-;101;21614
431725 SANTA TEREZA;-;17;82;120;50;-;-;-;2;271
431730 SANTA VITORIA DO PALMAR;59;474;2851;4521;1473;-;-;-;89;9467
431740 SANTIAGO;40;349;3407;6947;3308;-;-;-;24;14075
431750 SANTO ANGELO;122;850;6435;11255;5536;-;-;-;31;24229
431755 SANTO ANTONIO DO PALMA;1;8;138;211;78;-;-;-;3;439
431760 SANTO ANTONIO DA PATRULHA;91;593;3061;4935;1913;-;-;-;40;10633
431770 SANTO ANTONIO DAS MISSOES;46;178;1001;1275;380;-;-;-;20;2900
431775 SANTO ANTONIO DO PLANALTO;5;6;113;292;102;-;-;-;-;518
431780 SANTO AUGUSTO;21;175;1419;1713;988;-;-;-;15;4331
431790 SANTO CRISTO;4;54;797;1876;783;-;-;-;11;3525
431795 SANTO EXPEDITO DO SUL;-;29;183;271;106;-;-;-;3;592
431800 SAO BORJA;102;687;5305;9667;3784;-;-;-;73;19618
431805 SAO DOMINGOS DO SUL;1;10;168;256;165;-;-;-;1;601
431810 SAO FRANCISCO DE ASSIS;18;290;1644;2026;555;-;-;-;18;4551
431820 SAO FRANCISCO DE PAULA;67;553;2447;2605;854;-;-;-;169;6695
431830 SAO GABRIEL;169;1102;5662;9192;2623;-;-;-;16;18764
431840 SAO JERONIMO;40;342;2096;3281;1280;-;-;-;9;7048
431842 SAO JOAO DA URTIGA;6;26;260;407;216;-;-;-;3;918
431843 SAO JOAO DO POLESINE;6;50;187;227;120;-;-;-;1;591
431844 SAO JORGE;2;12;148;252;140;-;-;-;1;555
431845 SAO JOSE DAS MISSOES;4;50;293;279;114;-;-;-;5;745
431846 SAO JOSE DO HERVAL;8;79;201;190;69;-;-;-;3;550
431848 SAO JOSE DO HORTENCIO;3;18;227;533;102;-;-;-;3;886
431849 SAO JOSE DO INHACORA;-;5;90;223;108;-;-;-;1;427
431850 SAO JOSE DO NORTE;263;665;2579;2835;633;-;-;-;19;6994
431860 SAO JOSE DO OURO;1;55;541;784;433;-;-;-;3;1817
431861 SAO JOSE DO SUL;-;6;93;226;100;-;-;-;1;426
431862 SAO JOSE DOS AUSENTES;6;95;430;504;121;-;-;-;4;1160
431870 SAO LEOPOLDO;269;2896;21843;33177;12498;-;3;-;192;70878
431880 SAO LOURENCO DO SUL;58;496;3943;4626;1619;-;-;-;28;10770
431890 SAO LUIZ GONZAGA;90;525;3088;5259;2254;-;-;-;26;11242
431900 SAO MARCOS;12;181;1612;2534;1003;-;-;-;13;5355
431910 SAO MARTINHO;4;51;406;559;365;-;-;-;6;1391
431912 SAO MARTINHO DA SERRA;9;43;229;286;85;-;-;-;3;655
431915 SAO MIGUEL DAS MISSOES;64;159;744;867;298;-;-;-;9;2141
431920 SAO NICOLAU;34;162;535;618;170;-;-;-;30;1549
431930 SAO PAULO DAS MISSOES;11;41;495;650;186;-;-;-;8;1391
431935 SAO PEDRO DA SERRA;2;10;302;384;144;-;-;-;3;845
431936 SAO PEDRO DAS MISSOES;4;47;176;192;96;-;-;-;7;522
431937 SAO PEDRO DO BUTIA;1;12;152;353;111;-;-;-;1;630
431940 SAO PEDRO DO SUL;17;164;1355;1851;644;-;-;-;12;4043
431950 SAO SEBASTIAO DO CAI;37;320;2541;3252;1294;-;-;-;31;7475
431960 SAO SEPE;49;387;2206;2924;738;-;-;-;8;6312
431970 SAO VALENTIM;8;47;309;281;172;-;-;-;2;819
431971 SAO VALENTIM DO SUL;3;6;78;154;88;-;-;-;-;329
431973 SAO VALERIO DO SUL;64;168;417;230;92;-;-;-;16;987
431975 SAO VENDELINO;1;7;118;223;89;-;-;-;4;442
431980 SAO VICENTE DO SUL;17;169;779;961;314;-;-;-;33;2273
431990 SAPIRANGA;72;1126;10006;12822;3986;-;-;-;73;28085
432000 SAPUCAIA DO SUL;117;1099;11445;22525;6372;-;-;-;100;41658
432010 SARANDI;25;240;1721;3073;1296;-;1;-;48;6404
432020 SEBERI;17;135;1284;1301;812;-;-;-;14;3563
432023 SEDE NOVA;8;40;215;372;148;-;-;-;8;791
432026 SEGREDO;30;196;869;716;178;-;-;-;16;2005
432030 SELBACH;5;61;302;544;305;-;-;-;5;1222
432032 SENADOR SALGADO FILHO;-;31;195;338;100;-;-;-;5;669
432035 SENTINELA DO SUL;14;98;499;575;130;-;-;-;1;1317
432040 SERAFINA CORREA;4;75;1098;2219;716;-;-;-;15;4127
432045 SERIO;3;33;203;135;81;-;-;-;4;459
432050 SERTAO;3;33;422;692;310;-;-;-;2;1462
432055 SERTAO SANTANA;16;75;552;619;213;-;-;-;14;1489
432057 SETE DE SETEMBRO;-;15;162;192;72;-;-;-;1;442
432060 SEVERIANO DE ALMEIDA;3;46;229;421;133;-;-;-;2;834
432065 SILVEIRA MARTINS;-;24;154;235;102;-;-;-;2;517
432067 SINIMBU;29;189;1013;647;142;-;-;-;50;2070
432070 SOBRADINHO;13;328;1406;1916;766;-;-;-;18;4447
432080 SOLEDADE;78;690;3097;4060;1506;-;-;-;56;9487
432085 TABAI;7;39;350;537;196;-;-;-;2;1131
432090 TAPEJARA;26;274;1063;2530;2232;-;-;-;36;6161
432100 TAPERA;24;155;827;1053;913;-;-;-;17;2989
432110 TAPES;58;266;1876;2077;479;-;-;-;24;4780
432120 TAQUARA;95;820;4918;6704;2680;-;-;-;955;16172
432130 TAQUARI;58;353;2057;3232;1676;-;-;-;54;7430
432132 TAQUARUCU DO SUL;2;48;226;304;190;-;-;-;6;776
432135 TAVARES;11;104;370;475;144;-;-;-;8;1112
432140 TENENTE PORTELA;102;465;1606;2286;830;-;-;-;39;5328
432143 TERRA DE AREIA;14;119;891;1296;400;-;-;-;14;2734
432145 TEUTONIA;4;103;2016;4392;1773;-;-;-;6;8294
432146 TIO HUGO;2;38;130;400;147;-;-;-;-;717
432147 TIRADENTES DO SUL;16;97;646;628;181;-;-;-;23;1591
432149 TOROPI;-;22;192;279;65;-;-;-;6;564
432150 TORRES;47;311;2783;6455;2410;-;-;-;37;12043
432160 TRAMANDAI;83;542;5171;8458;2092;-;-;-;64;16410
432162 TRAVESSEIRO;1;12;146;156;82;-;-;-;-;397
432163 TRES ARROIOS;-;20;139;150;84;-;-;-;3;396
432166 TRES CACHOEIRAS;4;76;661;1466;505;-;-;-;9;2721
432170 TRES COROAS;23;249;3014;2990;944;-;-;-;95;7315
432180 TRES DE MAIO;14;124;1327;3362;1805;-;-;-;20;6652
432183 TRES FORQUILHAS;6;42;266;347;93;-;-;-;2;756
432185 TRES PALMEIRAS;17;104;403;615;162;-;-;-;8;1309
432190 TRES PASSOS;22;120;1447;3452;1643;-;1;-;49;6734
432195 TRINDADE DO SUL;15;134;622;801;297;-;-;-;20;1889
432200 TRIUNFO;125;370;2565;4094;1120;-;-;-;37;8311
432210 TUCUNDUVA;6;36;327;576;298;-;-;-;1;1244
432215 TUNAS;12;145;530;389;117;-;-;-;4;1197
432218 TUPANCI DO SUL;1;13;117;134;75;-;-;-;-;340
432220 TUPANCIRETA;35;412;2483;3008;1059;-;-;-;19;7016
432225 TUPANDI;-;9;277;602;230;-;-;-;9;1127
432230 TUPARENDI;5;43;398;878;375;-;-;-;5;1704
432232 TURUCU;7;84;398;352;85;-;-;-;5;931
432234 UBIRETAMA;-;12;159;194;55;-;-;-;-;420
432235 UNIAO DA SERRA;-;4;61;75;58;-;-;-;-;198
432237 UNISTALDA;2;43;225;304;70;-;-;-;1;645
432240 URUGUAIANA;260;1541;13558;25624;6476;-;-;-;110;47569
432250 VACARIA;110;991;7108;10714;3519;-;-;-;100;22542
432252 VALE VERDE;7;37;260;339;93;-;-;-;5;741
432253 VALE DO SOL;33;211;1183;824;150;-;-;-;14;2415
432254 VALE REAL;5;33;457;684;194;-;-;-;11;1384
432255 VANINI;-;16;149;165;110;-;-;-;3;443
432260 VENANCIO AIRES;62;537;5954;8475;2824;-;-;-;30;17882
432270 VERA CRUZ;26;419;2047;2678;1062;-;-;-;118;6350
432280 VERANOPOLIS;10;100;1206;2602;1443;-;-;-;189;5550
432285 VESPASIANO CORREA;2;15;112;160;75;-;-;-;-;364
432290 VIADUTOS;5;59;361;417;208;-;-;-;1;1051
432300 VIAMAO;399;2553;22938;41790;9812;-;-;-;211;77703
432310 VICENTE DUTRA;10;121;853;616;130;-;-;-;7;1737
432320 VICTOR GRAEFF;-;4;124;344;189;-;-;-;3;664
432330 VILA FLORES;1;17;172;338;141;-;-;-;18;687
432335 VILA LANGARO;3;16;87;175;161;-;-;-;2;444
432340 VILA MARIA;2;19;250;373;255;-;-;-;2;901
432345 VILA NOVA DO SUL;3;46;294;382;101;-;-;-;-;826
432350 VISTA ALEGRE;5;43;218;297;170;-;-;-;4;737
432360 VISTA ALEGRE DO PRATA;-;7;57;132;54;-;-;-;3;253
432370 VISTA GAUCHA;1;10;168;327;174;-;-;-;6;686
432375 VITORIA DAS MISSOES;5;41;306;317;96;-;-;-;2;767
432377 WESTFALIA;2;10;157;347;147;-;-;-;-;663
432380 XANGRI-LA;18;150;1184;2263;856;-;-;-;19;4490
 MUNICIPIO IGNORADO - MS;-;1;1;-;3;-;-;-;3;8
500020 AGUA CLARA;83;387;1905;2850;587;-;1;-;26;5839
500025 ALCINOPOLIS;14;87;307;449;167;-;-;-;9;1033
500060 AMAMBAI;1353;1950;5103;5600;2126;-;-;-;89;16221
500070 ANASTACIO;121;894;3244;3762;1163;-;-;-;68;9252
500080 ANAURILANDIA;15;233;923;952;335;-;1;-;11;2470
500085 ANGELICA;35;183;745;1615;480;-;-;-;5;3063
500090 ANTONIO JOAO;259;443;1310;1335;301;-;-;-;15;3663
500100 APARECIDA DO TABOADO;61;310;2193;3581;1165;-;-;-;56;7366
500110 AQUIDAUANA;283;1909;6705;8019;2471;-;-;1;144;19532
500124 ARAL MOREIRA;313;615;1383;1065;365;-;-;-;64;3805
500150 BANDEIRANTES;28;121;587;848;240;2;-;-;17;1843
500190 BATAGUASSU;87;246;1699;4988;854;-;-;-;20;7894
500200 BATAYPORA;67;365;1503;1845;600;-;-;-;9;4389
500210 BELA VISTA;219;829;3464;4816;953;-;-;-;36;10317
500215 BODOQUENA;56;266;1047;1284;407;-;-;-;12;3072
500220 BONITO;96;592;2653;3259;1256;-;-;-;303;8159
500230 BRASILANDIA;22;240;1349;1986;459;-;-;-;38;4094
500240 CAARAPO;359;1196;3058;4801;1436;-;-;-;716;11566
500260 CAMAPUA;43;257;1349;2122;737;-;-;-;211;4719
500270 CAMPO GRANDE;1027;7184;60324;159751;71621;-;3;1;233;300144
500280 CARACOL;45;215;753;726;126;-;-;-;20;1885
500290 CASSILANDIA;43;333;1655;3220;1294;-;-;-;11;6556
500295 CHAPADAO DO SUL;29;225;1772;4289;1753;-;-;-;38;8106
500310 CORGUINHO;4;43;297;407;112;-;-;-;4;867
500315 CORONEL SAPUCAIA;803;1195;2487;2221;631;-;-;-;350;7687
500320 CORUMBA;475;2998;15426;20054;5818;2;-;-;1591;46364
500325 COSTA RICA;40;237;1918;4594;1315;-;1;-;65;8170
500330 COXIM;128;648;4125;5525;1866;-;-;1;23;12316
500345 DEODAPOLIS;38;185;1005;1929;683;-;-;-;24;3864
500348 DOIS IRMAOS DO BURITI;37;295;985;1422;357;-;-;-;10;3106
500350 DOURADINA;18;91;477;703;224;-;-;-;37;1550
500370 DOURADOS;1010;3384;24105;36226;18312;-;-;-;839;83876
500375 ELDORADO;157;656;1801;1938;704;-;-;-;55;5311
500380 FATIMA DO SUL;30;274;1625;2760;1421;-;-;-;19;6129
500390 FIGUEIRAO;3;16;152;359;114;-;-;-;11;655
500400 GLORIA DE DOURADOS;21;159;778;1259;610;-;-;-;11;2838
500410 GUIA LOPES DA LAGUNA;163;376;1425;1563;324;-;-;-;22;3873
500430 IGUATEMI;290;517;1975;2240;746;-;-;-;98;5866
500440 INOCENCIA;24;158;847;1144;422;-;-;-;20;2615
500450 ITAPORA;36;409;1331;2175;1199;-;-;-;15;5165
500460 ITAQUIRAI;209;631;2043;2507;679;-;-;-;63;6132
500470 IVINHEMA;74;428;2168;4013;1550;-;1;-;12;8246
500480 JAPORA;571;673;1441;939;148;-;-;-;285;4057
500490 JARAGUARI;10;50;359;554;142;-;-;-;3;1118
500500 JARDIM;150;807;3255;4706;1218;-;-;-;30;10166
500510 JATEI;9;56;371;603;300;-;-;-;6;1345
500515 JUTI;81;297;848;762;230;-;-;-;30;2248
500520 LADARIO;79;476;2747;3749;925;-;-;-;143;8119
500525 LAGUNA CARAPA;156;257;879;894;335;-;-;-;49;2570
500540 MARACAJU;157;798;4267;6964;2578;-;-;-;144;14908
500560 MIRANDA;179;1495;4143;4629;1049;-;-;-;177;11672
500568 MUNDO NOVO;253;670;2077;2464;1068;-;-;-;67;6599
500570 NAVIRAI;237;1126;5577;8625;3574;-;-;1;34;19174
500580 NIOAQUE;54;522;1566;1879;462;-;-;-;53;4536
500600 NOVA ALVORADA DO SUL;54;349;2138;3006;720;1;-;-;41;6309
500620 NOVA ANDRADINA;161;894;4667;7402;3383;-;-;-;80;16587
500625 NOVO HORIZONTE DO SUL;31;178;590;710;251;-;-;-;13;1773
500627 PARAISO DAS AGUAS;1;13;115;294;83;-;-;-;-;506
500630 PARANAIBA;98;1079;3877;5209;2121;-;-;-;46;12430
500635 PARANHOS;594;1513;2475;1620;438;-;-;-;63;6703
500640 PEDRO GOMES;45;175;982;870;350;-;-;-;31;2453
500660 PONTA PORA;950;3912;13090;13702;4711;-;2;-;1885;38252
500690 PORTO MURTINHO;194;559;2209;2571;349;-;-;-;48;5930
500710 RIBAS DO RIO PARDO;117;681;2612;3077;849;-;1;-;69;7406
500720 RIO BRILHANTE;126;786;4276;5972;2101;-;-;-;52;13313
500730 RIO NEGRO;10;100;372;551;229;-;-;-;16;1278
500740 RIO VERDE DE MATO GROSSO;108;501;2540;2871;824;-;-;-;16;6860
500750 ROCHEDO;15;81;456;684;123;-;-;-;6;1365
500755 SANTA RITA DO PARDO;20;125;575;826;197;-;-;-;13;1756
500769 SAO GABRIEL DO OESTE;30;362;2699;4788;1938;-;-;-;57;9874
500770 SETE QUEDAS;355;820;1621;1293;523;-;-;-;35;4647
500780 SELVIRIA;5;47;333;706;197;-;-;-;47;1335
500790 SIDROLANDIA;137;765;4125;7715;1871;-;-;-;19;14632
500793 SONORA;53;350;1782;2777;716;-;-;-;149;5827
500795 TACURU;484;709;1759;1380;303;-;-;-;64;4699
500797 TAQUARUSSU;24;82;398;402;152;-;-;-;7;1065
500800 TERENOS;38;238;1280;2031;447;-;-;-;24;4058
500830 TRES LAGOAS;253;998;7493;23249;7558;-;1;-;52;39604
500840 VICENTINA;22;98;525;714;348;-;-;-;11;1718
 MUNICIPIO IGNORADO - MT;3;4;16;30;15;-;-;-;-;68
510010 ACORIZAL;28;71;349;842;133;-;-;-;4;1427
510020 AGUA BOA;126;479;2316;3807;1503;-;-;-;99;8330
510025 ALTA FLORESTA;255;1101;4913;10399;3649;-;1;-;78;20396
510030 ALTO ARAGUAIA;19;172;1293;2446;1112;-;-;-;39;5081
510035 ALTO BOA VISTA;28;125;471;766;102;-;-;-;32;1524
510040 ALTO GARCAS;19;156;891;1570;523;-;-;-;14;3173
510050 ALTO PARAGUAI;32;192;738;1227;257;-;-;-;19;2465
510060 ALTO TAQUARI;17;114;958;1675;560;-;-;-;42;3366
510080 APIACAS;79;232;1004;1471;349;-;-;-;19;3154
510100 ARAGUAIANA;8;68;223;433;161;1;-;-;13;907
510120 ARAGUAINHA;2;13;55;110;67;-;-;-;2;249
510125 ARAPUTANGA;45;255;1431;3460;1004;-;-;-;14;6209
510130 ARENAPOLIS;33;133;849;1870;614;-;-;-;14;3513
510140 ARIPUANA;197;753;2841;4400;685;-;-;-;34;8910
510160 BARAO DE MELGACO;49;173;380;749;127;-;-;-;15;1493
510170 BARRA DO BUGRES;224;957;3389;6590;1309;-;-;-;6;12475
510180 BARRA DO GARCAS;412;1162;5131;9530;5343;-;-;-;504;22082
510185 BOM JESUS DO ARAGUAIA;93;171;471;708;139;-;-;-;29;1611
510190 BRASNORTE;220;568;1606;2952;579;1;-;-;23;5949
510250 CACERES;442;2438;9597;19024;6748;-;-;-;59;38308
510260 CAMPINAPOLIS;769;880;2120;1523;685;-;-;-;435;6412
510263 CAMPO NOVO DO PARECIS;84;551;3025;7141;2295;-;-;-;41;13137
510267 CAMPO VERDE;44;349;3005;8167;2845;-;-;-;35;14445
510268 CAMPOS DE JULIO;13;104;581;1277;395;-;-;-;13;2383
510269 CANABRAVA DO NORTE;16;136;442;730;180;-;-;-;9;1513
510270 CANARANA;883;618;2017;3402;1280;-;-;-;220;8420
510279 CARLINDA;81;363;1144;1701;314;-;-;-;33;3636
510285 CASTANHEIRA;33;239;720;1415;248;-;-;-;6;2661
510300 CHAPADA DOS GUIMARAES;55;278;1520;3335;654;-;-;-;41;5883
510305 CLAUDIA;40;341;1074;1563;390;-;-;-;9;3417
510310 COCALINHO;26;138;740;618;183;-;-;-;17;1722
510320 COLIDER;93;599;2666;5751;1938;-;-;-;43;11090
510325 COLNIZA;94;804;3661;4329;756;-;-;-;57;9701
510330 COMODORO;548;584;2526;3611;759;-;-;-;149;8177
510335 CONFRESA;114;790;2964;5550;1259;-;1;-;46;10724
510336 CONQUISTA D'OESTE;28;73;227;598;116;-;-;-;7;1049
510337 COTRIGUACU;66;378;1725;1978;325;-;-;-;39;4511
510340 CUIABA;714;4144;33287;125337;59275;-;-;-;541;223298
510343 CURVELANDIA;11;70;311;725;187;-;-;-;1;1305
510345 DENISE;36;268;766;1314;393;-;-;-;8;2785
510350 DIAMANTINO;65;286;1774;4385;1490;-;-;-;68;8068
510360 DOM AQUINO;16;131;616;1215;234;-;-;-;9;2221
510370 FELIZ NATAL;283;403;1285;1822;342;-;-;-;87;4222
510380 FIGUEIROPOLIS D'OESTE;9;55;284;663;129;-;-;-;3;1143
510385 GAUCHA DO NORTE;450;241;508;902;233;-;-;-;211;2545
510390 GENERAL CARNEIRO;105;285;820;888;160;-;-;-;138;2396
510395 GLORIA D'OESTE;18;98;236;377;109;-;-;-;3;841
510410 GUARANTA DO NORTE;185;827;3552;5509;1782;-;-;-;33;11888
510420 GUIRATINGA;39;189;850;1491;424;-;-;-;61;3054
510450 INDIAVAI;7;47;260;471;105;-;-;-;2;892
